beta_0_init,f_1_init,f_2_init,dif,k,lambda_,xi_fit,f_1_fit,f_2_fit,beta_0_fit,nlogll
5,0.5,0.8,1,0,0,0,0.48861606279809644,0.8183181279185765,4.087692977325538,107.1039972398106
10,0.5,0.8,1,0,0,0,1,0.7463118948828573,6.731935546305946,119.75110834668658
15,0.5,0.8,1,0,0,0,1,0.23828923068331706,40,116.84803036187023
20,0.5,0.8,1,0,0,0,1,0.23828247751071624,40,116.84803036081395
25,0.5,0.8,1,0,0,0,1,0.23828950987874786,40,116.84802953308574
30,0.5,0.8,1,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.5,0.8,1,0,0,0,1,0.2382758866450383,40,116.84802955088797
5,0.7,0.8,1,0,0,0,0.44381054720407487,1,4.089672882069403,108.0780089685592
10,0.7,0.8,1,0,0,0,1,0.7458787337380373,6.733668996565168,119.75110507621582
15,0.7,0.8,1,0,0,0,0.999954474840323,0.23550467560590677,39.980426414669175,116.85118890200695
20,0.7,0.8,1,0,0,0,1,0.23828157452048365,40,116.84803036247612
25,0.7,0.8,1,0,0,0,1,0.23827686996702468,40,116.84802954636814
30,0.7,0.8,1,0,0,0,1,0.23828970539343391,40,116.84803036283954
35,0.7,0.8,1,0,0,0,1,0.2383965466284723,39.99982507437183,116.84802841984221
5,0.9,0.8,1,0,0,0,0.48924366248314055,0.8181520422784505,4.086611896922923,107.10398318623295
10,0.9,0.8,1,0,0,0,1,0.7461724012651247,6.734139457454166,119.75110708499864
15,0.9,0.8,1,0,0,0,1,0.23827687114481255,40,116.84802954636304
20,0.9,0.8,1,0,0,0,1,0.23828198692333885,40,116.84803036165911
25,0.9,0.8,1,0,0,0,1,0.23828111247017214,40,116.84803036348455
30,0.9,0.8,1,0,0,0,1,0.23828143013995168,40,116.84803036277681
35,0.9,0.8,1,0,0,0,1,0.23828999251935015,40,116.8480303634815
5,0.3,1,1,0,0,0,0.48886951619446334,0.8181195459274362,4.08723925127499,107.10398990780588
10,0.3,1,1,0,0,0,1,0.7462448038624909,6.734350841798518,119.75111355454769
15,0.3,1,1,0,0,0,1,0.23828220759649382,40,116.84803036126695
20,0.3,1,1,0,0,0,1,0.23825804979536908,40,116.84802972027964
25,0.3,1,1,0,0,0,1,0.23828847514824314,40,116.8480303605752
30,0.3,1,1,0,0,0,1,0.23832787825749194,39.999954991906314,116.84802601202256
35,0.3,1,1,0,0,0,1,0.23802674609537924,40,116.8480478641562
5,0.5,1,1,0,0,0,0.48886419758424604,0.8180905433866135,4.086912362518913,107.10396687977222
10,0.5,1,1,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.5,1,1,0,0,0,1,0.23828907048740056,40,116.84803036157611
20,0.5,1,1,0,0,0,1,0.23834768649294236,39.99999440007004,116.84802525899082
25,0.5,1,1,0,0,0,1,0.23824798766056562,40,116.84802988897059
30,0.5,1,1,0,0,0,1,0.2382462935657351,40,116.84802992256432
35,0.5,1,1,0,0,0,1,0.23828155048705216,40,116.84803036252205
5,0.7,1,1,0,0,0,0.4887847854478593,0.8180973842510966,4.086858078409991,107.1039889177558
10,0.7,1,1,0,0,0,1,0.7459746503758546,6.734110375938412,119.75111007993779
15,0.7,1,1,0,0,0,1,0.2382852631301856,40,116.8480303583735
20,0.7,1,1,0,0,0,1,0.2382887065937524,39.99999879994718,116.8480235582408
25,0.7,1,1,0,0,0,1,0.23829240632118695,40,116.84802954175136
30,0.7,1,1,0,0,0,1,0.23828051105791148,40,116.84803036496977
35,0.7,1,1,0,0,0,1,0.23827316653241037,40,116.84802956601061
5,0.9,1,1,0,0,0,0.4884929991492535,0.8189206541340881,4.086975872316653,107.10399861101614
10,0.9,1,1,0,0,0,1,0.7460036565884911,6.734201767042146,119.75111242735547
15,0.9,1,1,0,0,0,1,0.23824809190602209,40,116.84802988695199
20,0.9,1,1,0,0,0,1,0.23833290170194615,39.999911465926914,116.84802790991277
25,0.9,1,1,0,0,0,1,0.23828105276713732,40,116.8480295327661
30,0.9,1,1,0,0,0,1,0.23818028151174056,39.99991338969715,116.84802996624397
35,0.9,1,1,0,0,0,1,0.23833934615347419,40,116.84803029016419
